id;song;artist;duration_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
;Rock The Boat;Aaliyah;275026;0.641;0.72;5;-5.209;1;0.0336;0.0688;0.00286;0.193;0.418;92.988
;Kiss Kiss;Holly Valance;204400;0.705;0.717;4;-4.944;0;0.125;0.00369;0.461;0.0701;0.554;97.036
;Round Round;Sugababes;236426;0.74;0.845;6;-3.802;0;0.0338;0.00287;6.23E-06;0.115;0.749;126.607
;Tainted Love;Marilyn Manson;200426;0.622;0.876;8;-7.779;1;0.0728;0.00107;1.83E-06;0.292;0.537;142.017
;What About Us?;Brandy;253200;0.686;0.698;5;-2.942;0;0.223;0.263;0;0.39;0.748;93.118
;Hero (feat. Josey Scott);Chad Kroeger;200480;0.427;0.843;4;-4.54;1;0.0364;0.00216;0;0.179;0.304;147.387
;Overprotected - Radio Edit;Britney Spears;198600;0.682;0.894;0;-1.73;0;0.0727;0.0381;0;0.416;0.845;95.992
;The Logical Song;Scooter;234116;0.527;0.933;6;-6.277;0;0.0382;0.00112;0.0362;0.425;0.493;144.043
;4 My People (feat. Eve);Missy Elliott;289373;0.969;0.701;1;-7.503;1;0.156;0.14;0.00161;0.201;0.905;121.392
;More Than A Woman;Aaliyah;230346;0.646;0.638;11;-5.803;1;0.0787;0.0556;0.0014;0.182;0.74;86.994
;Full Moon;Brandy;248933;0.611;0.654;10;-4.823;0;0.139;0.372;0.00432;0.0926;0.609;105.922
;One Love;Blue;207186;0.683;0.722;8;-4.039;0;0.0358;0.0243;4.20E-05;0.35;0.854;95.012
;Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix;Busta Rhymes;238600;0.697;0.793;6;-4.699;0;0.323;0.0844;0;0.0619;0.56;89.767
;A New Day Has Come - Radio Remix;CÃ©line Dion;259773;0.574;0.691;6;-5.103;1;0.035;0.0826;1.65E-05;0.149;0.195;91.969
;Nessaja;Scooter;208449;0.486;0.904;2;-6.642;1;0.0364;0.000748;0.0984;0.187;0.118;143.048
;Gangsta Lovin';Eve;239266;0.723;0.84;1;-3.523;0;0.0608;0.0619;0;0.0945;0.827;94.332
;Move Bitch;Disturbing Tha Peace;272293;0.777;0.751;1;-5.692;1;0.133;0.245;0;0.1;0.191;177.894
;My Neck, My Back (Lick It);Khia;222560;0.859;0.625;9;-4.234;0;0.13;0.0296;0;0.0537;0.71;102.072
;Oops (Oh My) [feat. Missy Elliott];Tweet;237800;0.66;0.536;10;-8.786;0;0.29;0.233;0.00669;0.111;0.775;159.963
;Spinning Around;Kylie Minogue;207866;0.761;0.662;6;-7.645;0;0.0548;0.292;6.19E-05;0.0956;0.631;120.043
;Hot In Herre;Nelly;228240;0.956;0.745;11;-4.753;0;0.12;0.206;0;0.0615;0.912;107.075
;Anyone of Us (Stupid Mistake);Gareth Gates;227866;0.7;0.72;1;-6.061;1;0.0261;0.285;0;0.0845;0.654;106.986
;Dirrty (feat. Redman);Christina Aguilera;298853;0.64;0.889;2;-3.073;1;0.322;0.107;0;0.339;0.436;99.931
;Uh Huh;B2K;223293;0.855;0.681;2;-4.955;1;0.0688;0.0881;3.70E-06;0.0592;0.908;99.699
;Freak Like Me;Sugababes;195866;0.517;0.919;5;-3.451;1;0.0925;0.0996;1.81E-06;0.557;0.387;91.868
;Days Go By;Dirty Vegas;432146;0.786;0.853;9;-8.274;0;0.0688;0.0499;0.0872;0.35;0.309;126.99
;What's Luv? (feat. Ja-Rule & Ashanti);Fat Joe;267093;0.835;0.707;8;-5.074;1;0.0598;0.0219;2.19E-05;0.108;0.919;93.955
;Just A Little;Liberty X;237359;0.786;0.614;5;-6.554;0;0.0574;0.00616;0;0.049;0.742;103.887
;Hella Good;No Doubt;242586;0.771;0.665;8;-3.954;1;0.035;0.0135;0.0123;0.0903;0.844;115.142
;Luv U Better;LL Cool J;287000;0.668;0.806;6;-3.9;1;0.239;0.232;0;0.18;0.721;95.022
;Can't Stop;Red Hot Chili Peppers;269000;0.618;0.938;9;-3.442;1;0.0456;0.0179;0;0.167;0.875;91.455
;Halfcrazy;Musiq Soulchild;254493;0.412;0.77;11;-6.057;0;0.18;0.462;1.50E-06;0.0485;0.418;101.955
;Gimme the Light;Sean Paul;228000;0.778;0.761;2;-5.529;1;0.0525;0.141;4.61E-05;0.0441;0.923;107.288
;I Love You;Faith Evans;267160;0.489;0.757;11;-4.062;0;0.0926;0.00981;0;0.234;0.567;168.004
;Down 4 U;Charli Baltimore;318213;0.64;0.59;7;-7.442;1;0.32;0.252;0;0.665;0.519;83.133
;Love at First Sight;Kylie Minogue;238266;0.603;0.774;3;-6.066;0;0.0428;0.0288;0.051;0.0533;0.48;124.994
;Nothin';N.O.R.E.;264653;0.791;0.863;3;-6.118;0;0.151;0.317;1.13E-06;0.27;0.742;97.035
;Unchained Melody;Gareth Gates;233666;0.368;0.426;10;-8.049;1;0.0277;0.255;5.39E-06;0.108;0.208;106.52
;I Need a Girl (Pt. 1) [feat. Usher & Loon];Diddy;268800;0.66;0.707;6;-5.758;1;0.208;0.397;0;0.211;0.761;89.279
;Nu Flow;Big Brovaz;201480;0.783;0.726;7;-8.718;1;0.106;0.0903;2.53E-06;0.363;0.784;148.062
;Hey Baby;No Doubt;207040;0.705;0.872;11;-3.557;0;0.125;0.0602;0;0.228;0.746;93.63
;Baby;Ashanti;265706;0.567;0.58;4;-5.757;0;0.223;0.0084;5.37E-06;0.0342;0.46;157.596
;Murder On The Dancefloor;Sophie Ellis-Bextor;230013;0.734;0.848;1;-5.285;0;0.0309;0.00312;1.16E-05;0.313;0.863;117.31
;Like I Love You;Justin Timberlake;283626;0.853;0.811;6;-4.927;0;0.0646;0.0439;0.000307;0.0703;0.9;114.964
;Rainy Dayz;Mary J. Blige;276373;0.412;0.667;6;-6.997;1;0.229;0.195;0;0.305;0.533;68.942
;Caught in the Middle;A1;206466;0.519;0.874;5;-5.122;1;0.034;0.0524;0;0.243;0.572;96.072
;Cleanin' Out My Closet;Eminem;297840;0.908;0.758;9;-4.753;0;0.174;0.0687;0;0.0783;0.87;148.015
;Happy;Ashanti;262226;0.727;0.515;2;-6.553;0;0.0289;0.241;3.74E-06;0.124;0.695;89.488
;Born to Try;Delta Goodrem;251280;0.542;0.589;8;-6.813;1;0.0284;0.246;0;0.188;0.336;133.838
;Get the Party Started;P!nk;192533;0.802;0.903;11;-3.267;0;0.046;0.0011;0;0.173;0.96;128.93
;A Woman's Worth;Alicia Keys;303333;0.652;0.41;4;-8.323;0;0.158;0.333;0;0.064;0.495;75.09
;Gotta Get Thru This - D'N'D Radio Edit;Daniel Bedingfield;161240;0.838;0.764;7;-5.076;0;0.0586;0.0862;0.000122;0.0906;0.924;133.592
;Clocks;Coldplay;307879;0.577;0.749;5;-7.215;0;0.0279;0.599;0.0115;0.183;0.255;130.97
;Work It;Missy Elliott;263226;0.884;0.677;1;-5.603;1;0.283;0.0778;0;0.0732;0.584;101.868
;If Tomorrow Never Comes;Ronan Keating;214306;0.555;0.496;10;-6.136;1;0.028;0.333;0;0.0956;0.27;79.01
;Still Fly;Big Tymers;335613;0.675;0.607;11;-3.538;1;0.162;0.0302;8.97E-06;0.339;0.56;177.928
;My Sacrifice;Creed;294600;0.32;0.88;2;-6.035;1;0.0504;0.000101;4.31E-06;0.076;0.257;146.349
;Always On Time;Ja Rule;245133;0.839;0.706;5;-6.104;0;0.199;0.208;0;0.242;0.839;96.673
;Foolish;Ashanti;227386;0.665;0.695;0;-5.763;1;0.0532;0.347;0;0.106;0.707;90.119
;Sk8er Boi;Avril Lavigne;204000;0.487;0.9;0;-4.417;1;0.0482;6.79E-05;0;0.358;0.484;149.937
;Heaven;DJ Sammy;233600;0.571;0.953;8;-5.601;1;0.0548;0.0011;0.000606;0.226;0.601;137.965
;I'm Not a Girl, Not Yet a Woman;Britney Spears;231066;0.534;0.543;3;-6.857;1;0.0245;0.579;0;0.112;0.418;78.996
;Oh Boy;Camâ€™ron;204706;0.754;0.767;6;-5.586;1;0.145;0.0216;0;0.172;0.828;83.014
;By the Way;Red Hot Chili Peppers;216933;0.451;0.97;0;-4.938;1;0.107;0.0264;0.00355;0.102;0.198;122.444
;A Little Less Conversation - JXL Radio Edit Remix;Elvis Presley;211506;0.597;0.97;4;-5.972;0;0.0502;0.000385;0.205;0.133;0.717;114.999
;The Tide Is High - Radio Mix;Atomic Kitten;206093;0.783;0.649;7;-4.127;1;0.0322;0.0209;0.00482;0.067;0.665;103.997
;Girlfriend;*NSYNC;253600;0.745;0.807;0;-5.191;0;0.0884;0.0887;1.49E-05;0.0283;0.858;93.967
;Somethin' Stupid;Robbie Williams;170493;0.654;0.515;0;-12.185;1;0.0261;0.429;5.62E-06;0.174;0.677;106.191
;Hands Clean;Alanis Morissette;269400;0.513;0.82;7;-5.428;1;0.0299;0.00192;2.83E-06;0.504;0.52;99.952
;U Don't Have to Call;Usher;269400;0.793;0.568;1;-4.958;1;0.0459;0.0478;3.57E-05;0.0304;0.806;100.005
;One Last Breath - Radio Version;Creed;242000;0.38;0.725;2;-6.094;1;0.0365;0.00571;0.00015;0.3;0.202;130.581
;Here Is Gone;The Goo Goo Dolls;238173;0.338;0.685;1;-5.178;1;0.0322;0.00052;0.000512;0.109;0.221;102.192
;She Hates Me;Puddle Of Mudd;216760;0.58;0.748;4;-5.433;1;0.0323;0.00935;0;0.753;0.584;109.781
;Rollout (My Business);Ludacris;296586;0.921;0.668;7;-8.73;1;0.235;0.0949;0;0.592;0.892;131.059
;Crossroads - Radio Edit;Blazin' Squad;188693;0.661;0.746;4;-5.153;1;0.042;0.109;0;0.325;0.502;144.188
;Wasting My Time;Default;268693;0.443;0.769;2;-5.529;1;0.0312;0.00138;0;0.0677;0.17;147.973
;All You Wanted;Michelle Branch;217680;0.499;0.72;8;-9.101;1;0.0286;0.00466;0.00303;0.122;0.652;96.103
;If You're Not The One;Daniel Bedingfield;257026;0.688;0.538;10;-7.608;1;0.0292;0.504;0;0.111;0.27;119.998
;Escape;Enrique Iglesias;208626;0.776;0.844;11;-5.305;1;0.0297;0.0277;0.000244;0.135;0.868;125.972
;Blurry;Puddle Of Mudd;303920;0.432;0.936;3;-4.537;0;0.0562;0.00691;0;0.14;0.499;157.469
;In My Place;Coldplay;226680;0.424;0.588;9;-5.455;1;0.0278;0.0553;4.95E-06;0.298;0.193;144.636
;The Whole World (feat. Killer Mike);Outkast;295346;0.814;0.852;2;-6.176;1;0.401;0.0958;1.32E-06;0.0288;0.717;184.682
;Don't Let Me Get Me - Radio Edit;P!nk;210693;0.624;0.85;0;-4.754;0;0.0756;0.00234;0;0.0621;0.615;98.525
;In Da Club;50 Cent;193466;0.899;0.713;6;-2.752;0;0.366;0.255;0;0.0708;0.777;90.051
;Get Busy;Sean Paul;211666;0.735;0.824;10;-4.143;0;0.036;0.615;0;0.158;0.726;100.202
;"Lose Yourself - From ""8 Mile"" Soundtrack";Eminem;322226;0.686;0.735;2;-4.616;1;0.264;0.00921;0.00066;0.342;0.0596;171.355
;Crazy In Love (feat. Jay-Z);BeyoncÃ©;236133;0.646;0.77;2;-6.596;0;0.226;0.00249;0;0.0715;0.681;99.165
;Big Yellow Taxi;Counting Crows;225426;0.669;0.873;8;-4.315;1;0.0494;0.00204;0;0.137;0.827;88.029
;Where Is The Love?;Black Eyed Peas;272533;0.835;0.687;5;-3.18;1;0.184;0.101;0;0.132;0.828;94.059
;Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;Jennifer Lopez;187840;0.845;0.768;6;-5.448;1;0.188;0.00733;5.04E-06;0.0575;0.96;100
;Shut Up;Black Eyed Peas;296186;0.81;0.714;2;-3.966;1;0.243;0.0637;0;0.237;0.561;112.968
;All The Things She Said;t.A.T.u.;214440;0.527;0.834;5;-5.767;0;0.0474;0.0411;0.00599;0.105;0.381;179.92
;Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz;Benny Benassi;285570;0.793;0.698;11;-3.626;1;0.104;0.163;0.145;0.0745;0.339;130.017
;I Know What You Want (feat. Flipmode Squad);Busta Rhymes;324306;0.648;0.759;6;-4.315;1;0.306;0.0142;0;0.648;0.518;85.996
;Mundian to Bach Ke;Panjabi MC;244666;0.778;0.879;8;-4.951;0;0.0371;0.399;0.792;0.15;0.942;98.077
;Scandalous - U.S. Radio Edit;Mis-Teeq;238840;0.734;0.668;0;-3.935;0;0.0349;0.0526;0;0.0925;0.651;99.971
;03' Bonnie & Clyde;JAY-Z;205560;0.759;0.678;9;-5.148;0;0.314;0.23;0;0.15;0.327;89.64
;P.I.M.P.;50 Cent;249480;0.712;0.772;10;-3.024;0;0.346;0.0521;4.35E-06;0.0368;0.848;84.722
;Superstar;Jamelia;215480;0.801;0.645;1;-6.93;1;0.0356;0.0457;0;0.0357;0.824;110.01
;Faint;Linkin Park;162600;0.554;0.978;4;-3.554;1;0.131;0.111;0;0.0731;0.594;135.095
;X Gon' Give It To Ya;DMX;217586;0.761;0.899;10;-3.09;0;0.183;0.0135;0;0.0719;0.673;95.027
;Bring Me To Life;Evanescence;235893;0.331;0.943;4;-3.188;0;0.0698;0.00721;2.06E-06;0.242;0.296;94.612
;Hole In The Head;Sugababes;218173;0.785;0.933;6;-4.629;0;0.0309;0.0303;0;0.137;0.962;125.011
;Rise & Fall (feat. Sting);Craig David;287226;0.405;0.589;6;-7.51;0;0.0586;0.252;0;0.661;0.808;83.373
;I Hate Everything About You;Three Days Grace;231480;0.498;0.83;6;-5.157;0;0.0421;0.00461;0;0.139;0.453;89.342
;Get Low;Lil Jon & The East Side Boyz;324600;0.78;0.604;1;-8.019;1;0.0396;0.022;0;0.194;0.12;101.043
;Bump, Bump, Bump (feat. P. Diddy);B2K;282773;0.835;0.68;1;-6.02;0;0.21;0.1;0;0.049;0.889;95.508
;Suga Suga;Baby Bash;239026;0.662;0.748;5;-3.041;0;0.268;0.688;8.43E-06;0.0841;0.535;82.331
;Miss You - Main;Aaliyah;245240;0.602;0.34;10;-9.867;1;0.0375;0.618;0;0.234;0.511;109.598
;Me Against the Music (feat. Madonna) - LP Version / Video Mix;Britney Spears;223773;0.804;0.836;6;-6.635;0;0.089;0.32;0;0.213;0.85;120.046
;Sorry Seems To Be The Hardest Word;Blue;210066;0.564;0.6;7;-6.814;0;0.0305;0.183;2.19E-06;0.38;0.442;78.955
;Lost Without You;Delta Goodrem;248546;0.581;0.747;7;-6.682;1;0.0283;0.0365;1.69E-06;0.193;0.514;146.301
;Rock Your Body;Justin Timberlake;267266;0.892;0.714;4;-6.055;0;0.141;0.201;0.000234;0.0521;0.817;100.972
;Seven Nation Army;The White Stripes;231920;0.741;0.469;4;-7.627;0;0.0805;0.00601;0.447;0.306;0.313;123.904
;Damn! (feat. Lil' Jon) - Club Mix;Youngbloodz;298600;0.772;0.724;6;-5.799;0;0.307;0.0149;0;0.355;0.518;84.038
;Baby Boy (feat. Sean Paul);BeyoncÃ©;244826;0.655;0.488;1;-9.17;1;0.22;0.0825;1.16E-06;0.221;0.791;91.025
;Magic Stick;Lil' Kim;359973;0.849;0.498;2;-7.872;1;0.272;0.116;4.49E-05;0.268;0.502;92.98
;Can't Hold Us Down (feat. Lil' Kim);Christina Aguilera;255266;0.859;0.658;8;-4.481;1;0.192;0.0326;0.00181;0.0651;0.538;98.989
;Someday;Nickelback;207466;0.455;0.858;11;-5.659;0;0.0391;0.000616;0.000247;0.226;0.597;163.118
;U Make Me Wanna - Radio Edit;Blue;222400;0.6;0.736;7;-6.228;1;0.0329;0.325;0;0.137;0.848;158.108
;Rain On Me;Ashanti;297960;0.606;0.699;8;-3.103;0;0.0337;0.343;1.89E-06;0.0757;0.509;83.701
;Headstrong;Trapt;285569;0.492;0.896;4;-5.819;0;0.117;0.000172;2.78E-06;0.189;0.534;184.981
;Sunrise;Simply Red;199040;0.791;0.733;5;-5.123;0;0.029;0.00189;0.201;0.0859;0.917;105.987
;Never Leave You (Uh Oooh, Uh Oooh);Lumidee;184906;0.811;0.657;6;-6.197;1;0.362;0.0391;0.712;0.0798;0.777;199.958
;Sound Of The Underground;Girls Aloud;221426;0.568;0.867;11;-5.861;1;0.0365;0.00344;4.67E-05;0.328;0.88;163.944
;Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster;Nelly;293666;0.527;0.808;1;-4.749;1;0.295;0.176;0;0.169;0.907;87.025
;Make Luv;Room 5;212413;0.883;0.887;1;-4.92;1;0.116;0.0111;0.63;0.0367;0.648;124.814
;Be Faithful;Fatman Scoop;164506;0.649;0.713;7;-6.488;1;0.295;0.000787;0;0.318;0.629;101.129
;Behind Blue Eyes;Limp Bizkit;269973;0.595;0.489;7;-6.66;1;0.0271;0.497;0;0.119;0.0902;120.315
;Too Lost In You;Sugababes;237693;0.586;0.705;1;-4.904;0;0.0287;0.0485;0;0.15;0.459;98.014
;"Wanksta - From ""8 Mile"" Soundtrack";50 Cent;219400;0.802;0.863;1;-3.552;1;0.2;0.0199;0;0.141;0.873;81.008
;Frontin' (feat. Jay-Z) - Club Mix;Pharrell Williams;236506;0.894;0.404;9;-5.913;0;0.13;0.453;1.57E-06;0.0801;0.759;102.009
;Right Thurr;Chingy;250746;0.866;0.749;2;-3.977;1;0.253;0.15;0;0.0614;0.891;92.074
;Sing For The Moment;Eminem;339546;0.668;0.824;5;-4.164;0;0.137;0.0017;3.05E-06;0.0426;0.185;163.961
;The Jump Off (feat. Mr. Cheeks) - Remix;Lil' Kim;234800;0.853;0.752;1;-8.831;1;0.339;0.178;4.65E-06;0.0553;0.935;104.946
;My Love Is Like...Wo - Main Mix;MÃ½a;209533;0.831;0.695;4;-6.491;1;0.109;0.194;1.24E-05;0.309;0.722;132.817
;21 Questions;50 Cent;224440;0.646;0.813;6;-3.846;0;0.299;0.349;9.37E-05;0.0427;0.895;92.729
;Air Force Ones;Nelly;304000;0.784;0.459;4;-9.74;0;0.317;0.0847;0;0.079;0.618;164.062
;Gossip Folks (feat. Ludacris);Missy Elliott;234893;0.707;0.538;0;-5.264;1;0.505;0.362;0;0.317;0.439;121.732
;Jump;Girls Aloud;220360;0.658;0.826;8;-6.031;1;0.0346;0.00189;0.00275;0.0492;0.795;134.465
;Pretty Green Eyes - Radio Edit;Ultrabeat;201920;0.553;0.775;1;-10.284;0;0.043;0.212;0;0.0728;0.51;139.993
;Fighter;Christina Aguilera;245960;0.435;0.92;4;-1.357;0;0.201;0.235;0.000353;0.552;0.45;188.899
;Don't Wanna Try;Frankie J;245293;0.655;0.433;5;-7.577;0;0.0348;0.444;0;0.221;0.199;130.127
;Beautiful;Snoop Dogg;299146;0.893;0.74;11;-4.936;0;0.132;0.299;0;0.0881;0.963;101.025
;Say Yes;Floetry;268373;0.747;0.398;5;-12.932;0;0.0743;0.211;1.42E-06;0.113;0.428;117.901
;In Those Jeans;Ginuwine;243306;0.691;0.541;1;-5.873;1;0.0776;0.508;0;0.0753;0.319;127.683
;Danger! High Voltage - Soulchild Radio Mix;Electric Six;214600;0.66;0.698;11;-4.722;0;0.0302;1.92E-05;0.166;0.0517;0.511;123.005
;Sweet Dreams My LA Ex - Radio Edit;Rachel Stevens;208386;0.85;0.862;2;-3.587;1;0.138;0.0733;0.00144;0.0936;0.908;130.036
;Stand Up;Ludacris;213760;0.751;0.84;6;-4.855;1;0.349;0.367;0;0.0916;0.801;99.057
;I Can;Nas;253720;0.837;0.885;6;-3.914;0;0.182;0.103;0;0.0666;0.694;95.313
;When I'm Gone;3 Doors Down;260333;0.53;0.768;7;-5.611;1;0.0284;0.00385;0;0.103;0.374;148.095
;How You Gonna Act Like That;Tyrese;294693;0.733;0.521;3;-3.657;0;0.0457;0.107;0;0.0692;0.525;112.913
;Cry Me a River;Justin Timberlake;288333;0.624;0.654;8;-6.582;0;0.183;0.577;0;0.104;0.564;73.898
;Mandy;Westlife;199320;0.447;0.636;5;-5.08;1;0.0278;0.254;9.25E-05;0.11;0.376;105.678
;It's My Life;No Doubt;226053;0.612;0.735;8;-5.074;0;0.0282;0.00202;0.00118;0.328;0.783;126.326
;Angel;Amanda Perez;218760;0.638;0.54;0;-6.849;1;0.0473;0.506;0;0.157;0.352;143.772
;Excuse Me Miss;JAY-Z;281240;0.714;0.862;6;-5.531;1;0.286;0.0305;0;0.0884;0.887;92.849
;Clocks;Coldplay;307879;0.577;0.749;5;-7.215;0;0.0279;0.599;0.0115;0.183;0.255;130.97
;Stole;Kelly Rowland;249293;0.649;0.718;7;-4.984;0;0.0594;0.00676;4.26E-06;0.174;0.477;79.993
;Work It;Missy Elliott;263226;0.884;0.677;1;-5.603;1;0.283;0.0778;0;0.0732;0.584;101.868
;Rock Wit U (Awww Baby);Ashanti;209120;0.71;0.797;4;-3.006;0;0.0582;0.408;0;0.16;0.849;94.998
;Move Your Feet;Junior Senior;181826;0.747;0.904;9;-2.623;1;0.0803;0.046;0.106;0.203;0.846;118.877
;Like a Stone;Audioslave;293960;0.614;0.568;7;-5.477;0;0.0276;0.00797;0;0.0997;0.516;107.849
;Like Glue;Sean Paul;232506;0.757;0.78;1;-5.038;1;0.319;0.0811;0;0.113;0.59;97.917
;Put That Woman First;Jaheim;245773;0.649;0.536;5;-8.804;0;0.132;0.492;0;0.184;0.513;78.935
;All I Have (feat. LL Cool J);Jennifer Lopez;254466;0.701;0.669;1;-5.265;1;0.107;0.271;0;0.158;0.446;83.066
;So Gone;Monica;242773;0.618;0.552;8;-6.863;1;0.0981;0.176;0;0.252;0.586;81.975
;White Flag;Dido;240040;0.512;0.525;5;-6.823;1;0.0401;0.327;3.30E-06;0.081;0.294;169.951
;The Seed (2.0);The Roots;267933;0.758;0.957;7;-2.281;1;0.0357;0.039;0;0.133;0.966;111.121
;Holidae In;Chingy;314400;0.81;0.791;7;-5.909;1;0.181;0.0893;0;0.0838;0.948;153.067
;Can't Let You Go (feat. Mike Shorey & Lil' Mo);Fabolous;223973;0.646;0.6;9;-6.569;1;0.458;0.231;0;0.0794;0.811;192.082
;Miss Independent;Kelly Clarkson;214773;0.656;0.615;11;-6.359;0;0.137;0.0769;0.000415;0.0706;0.592;175.943
;Mesmerize;Ja Rule;278693;0.769;0.646;1;-6.653;1;0.199;0.0566;0;0.406;0.433;90.079
;Unwell;Matchbox Twenty;228706;0.256;0.788;6;-5.263;0;0.0403;0.0298;0;0.707;0.429;80.718
;The Way You Move (feat. Sleepy Brown);Outkast;234000;0.871;0.597;5;-4.932;0;0.0464;0.126;0.000113;0.0638;0.635;125.999
;Into You (feat. Tamia);Fabolous;295773;0.546;0.538;7;-7.886;0;0.0523;0.233;0;0.118;0.58;182.12
;Meant to Live;Switchfoot;201373;0.397;0.903;2;-4.577;1;0.0457;0.00575;1.60E-06;0.362;0.556;151.551
;If You're Not The One;Daniel Bedingfield;257026;0.688;0.538;10;-7.608;1;0.0292;0.504;0;0.111;0.27;119.998
;Lifestyles of the Rich & Famous;Good Charlotte;190173;0.62;0.93;1;-3.685;1;0.0374;0.00043;0;0.0686;0.609;106.22
;No Letting Go;Wayne Wonder;202013;0.496;0.819;5;-5.656;0;0.0444;0.0479;0.000215;0.177;0.317;100.215
;Reptilia;The Strokes;219826;0.489;0.649;9;-5.11;1;0.0336;0.000603;0.713;0.101;0.77;158.009
;I'm with You;Avril Lavigne;223066;0.457;0.406;9;-7.462;1;0.0291;0.08;0;0.117;0.208;151.95
;Leave Right Now;Will Young;214733;0.641;0.445;6;-8.674;1;0.0368;0.145;0;0.108;0.383;81.931
;Yeah! (feat. Lil Jon & Ludacris);Usher;250373;0.894;0.791;2;-4.699;1;0.112;0.0183;0;0.0388;0.583;105.018
;This Love;Maroon 5;206200;0.712;0.862;5;-4.612;0;0.0378;0.0525;0;0.093;0.809;95.051
;Toxic;Britney Spears;198800;0.774;0.838;5;-3.914;0;0.114;0.0249;0.025;0.242;0.924;143.04
;Hey Ya!;Outkast;235213;0.727;0.974;4;-2.261;0;0.0664;0.103;0.000532;0.174;0.965;79.526
;The Reason;Hoobastank;232800;0.472;0.671;4;-4.649;1;0.029;0.0129;0;0.159;0.0681;82.952
;Left Outside Alone;Anastacia;257426;0.663;0.746;2;-3.567;0;0.0321;0.0697;0;0.0929;0.325;102.847
;Gasolina;Daddy Yankee;192600;0.857;0.801;0;-6.499;1;0.0618;0.332;1.20E-06;0.0789;0.753;96.009
;Let's Get It Started - Spike Mix;Black Eyed Peas;217733;0.785;0.799;11;-2.208;0;0.126;0.117;0;0.292;0.797;104.923
;Dragostea Din Tei;O-Zone;215431;0.809;0.965;0;-3.947;1;0.0427;0.177;0;0.0577;0.672;130.103
;Lean Back;Terror Squad;247426;0.783;0.916;1;-3.344;1;0.415;0.11;0;0.0746;0.695;95.321
;Sick and Tired;Anastacia;212266;0.598;0.868;0;-4.552;1;0.0373;0.00908;0;0.279;0.47;99.848
;What You Waiting For?;Gwen Stefani;221226;0.676;0.948;5;-2.557;1;0.0628;0.0509;8.19E-06;0.384;0.731;136.027
;Only U - No Intro;Ashanti;186306;0.601;0.621;6;-5.576;0;0.0434;0.0374;1.75E-06;0.188;0.278;94.547
;In the Shadows;The Rasmus;257920;0.6;0.796;2;-4.481;1;0.0275;0.000109;5.20E-05;0.484;0.75;105.991
;I Like That;Houston;236520;0.797;0.502;10;-3.925;0;0.0968;0.0154;0;0.1;0.385;106.997
;Naughty Girl;BeyoncÃ©;208600;0.735;0.466;6;-8.65;0;0.0857;0.239;6.24E-06;0.102;0.643;99.973
;Numb;Linkin Park;185586;0.496;0.863;9;-4.153;1;0.0381;0.0046;0;0.639;0.243;110.018
;On Fire;Lloyd Banks;187280;0.759;0.825;8;-4.289;1;0.22;0.0923;0.00057;0.24;0.429;94.857
;Locked Up;Akon;235066;0.818;0.579;7;-4.475;1;0.101;0.023;0;0.107;0.354;89.987
;My Band;D12;298773;0.851;0.849;1;-3.383;0;0.0828;0.497;2.05E-06;0.116;0.844;120.014
;Eyes On You - Radio Mix;Jay Sean;190493;0.802;0.672;7;-4.971;1;0.0847;0.0775;0;0.136;0.619;96.525
;I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster;Mario Winans;257333;0.833;0.515;11;-5;0;0.0462;0.347;0.00156;0.116;0.4;97.007
;Lose My Breath;Destiny's Child;242013;0.814;0.899;1;-5.958;1;0.0637;0.00727;0.219;0.0979;0.545;119.011
;Call on Me - Radio Mix;Eric Prydz;171360;0.597;0.837;10;-6.518;1;0.375;0.00427;0.00115;0.839;0.447;126.342
;Goodies (feat. Petey Pablo);Ciara;223000;0.826;0.647;5;-6.306;0;0.0491;0.0277;1.52E-06;0.298;0.872;102.017
;Trick Me;Kelis;206106;0.97;0.72;1;-3.347;0;0.149;0.0369;0.000389;0.326;0.962;107.17
;Headsprung;LL Cool J;267320;0.718;0.786;0;-5.76;1;0.0284;0.0114;2.50E-05;0.0745;0.465;99.916
;Black Betty - Edit;Spiderbait;205973;0.562;0.865;7;-6.476;0;0.0922;2.06E-05;0.591;0.219;0.35;124.047
;Amazing;George Michael;265826;0.805;0.754;10;-6.825;0;0.0394;0.0884;1.77E-06;0.117;0.88;128.429
;My Prerogative;Britney Spears;213893;0.749;0.938;10;-4.423;0;0.118;0.0127;1.96E-06;0.103;0.619;111.014
;Move Ya Body;Nina Sky;232000;0.87;0.712;11;-6.313;0;0.0432;0.0202;0.000331;0.0576;0.877;121.057
;Suga Suga;Baby Bash;239026;0.662;0.748;5;-3.041;0;0.268;0.688;8.43E-06;0.0841;0.535;82.331
;Freek-A-Leek;Petey Pablo;235186;0.737;0.697;2;-3.716;1;0.254;0.0756;0;0.359;0.662;104.917
;Dirt Off Your Shoulder;JAY-Z;245173;0.779;0.655;1;-7.147;1;0.318;0.0319;2.63E-06;0.339;0.645;163.971
