Id;song;artist;duration_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
;Sitting Pretty (feat. Wiz Khalifa);Ty Dolla $ign;206378;756;0.44;1;-9.973;0;179;275;0.0;101;307;112.14
;Glyde 2nyte (feat. Leon Sylvers III, Leon Sylvers IV);Dâm-Funk;322050;723;687;11;-7.019;0;0.0373;212;5.83e-05;137;867;95.237
;Clouds Over the Pacific;James Pants;243589;599;645;0;-6.098;1;0.0315;0.0559;108;0.0857;371;141.209
;Distant Land;Madlib;238507;586;671;10;-9.787;0;0.0445;0.00333;916;0.0521;771;91.412
;Flashlight;Parliament;267800;749;802;7;-6.159;0;0.0471;0.0332;0.0499;611;824;106.077
;Can You Get To That;Funkadelic;171560;689;0.83;8;-8.774;1;0.0954;539;0.0;0.0882;822;140.732
;Better;Banks;186369;283;331;0;-7.459;0;0.0315;0.0257;0.00489;174;151;101.797
;Pony;Pretty Sister;216771;413;676;6;-7.639;0;241;0.0193;0.0;0.1;601;71.607
;WTF (Where They From) [feat. Pharrell Williams];Missy Elliott;192773;932;819;8;-3.484;0;203;0.0181;6.81e-06;0.0577;552;119.941
;Again;Fetty Wap;312240;748;733;11;-4.421;0;72;0.0062;0.0;329;273;93.019
;Exchange;Bryson Tiller;194613;0.53;433;6;-10.598;1;185;108;0.0;135;272;160.14
;Sugar for the Queen;Bells Atlas;238000;388;688;5;-8.407;0;0.0708;196;0.00883;0.0781;804;170.678
;Symphony of the Nymph;Ariel Pink's Haunted Graffiti;275013;371;703;3;-7.358;1;0.0404;667;0.00186;0.0986;558;120.599
;Cool It Now;New Edition;347667;875;532;10;-13.265;0;0.0686;124;0.0123;314;704;116.556
;Jumpin' Jack Flash;Ananda Shankar;215867;523;722;6;-6.533;1;0.0307;74;0.00336;122;496;129.424
;River;Ibeyi;252095;654;292;2;-12.977;1;474;0.0962;0.0031;106;111;153.547
;You Know You Like It - Bondax Remix;AlunaGeorge;191541;847;654;5;-6.443;0;113;455;0.0622;0.0674;624;119.998
;Batuque (Jeremy Sole & Atropolis Remix);Dom La Nena;229715;836;537;4;-9.854;0;261;15;0.00103;0.0805;0.43;160.188
;Mykonos (feat. Fleet Foxes);Rhythms Del Mundo;273545;413;555;11;-9.699;0;0.0427;172;0.000309;256;542;121.976
;So Destroyed (channeling Rage Peace);Prince Rama;153973;473;865;0;-6.391;1;0.0332;123;968;897;554;100.018
;Bitch;Allie X;207301;609;641;8;-5.309;1;0.0266;0.00593;585;105;0.0844;84.957
;Locket;Kilo Kish;181400;544;427;9;-8.33;0;0.0298;174;0.0248;133;189;139.939
;Apathy;Shlohmo;325500;379;674;8;-5.762;0;0.0305;0.0059;1.04e-05;0.0957;0.0647;99.797
;It All Feels Right;Washed Out;245880;316;748;2;-8.187;1;0.0413;0.000304;0.0139;608;239;79.337
;Last Chance to Dance;Ekkah;222573;857;484;10;-6.232;0;148;0.29;3.04e-06;112;729;107.434
;The Righteous One;The Orwells;215560;389;884;9;-4.602;1;0.0741;0.00412;172;0.31;399;128.604
;The New International Sound;GENER8ION;282659;519;793;10;-9.83;0;0.0777;0.00492;0.93;235;222;164.032
;Like Lust;MOVEMENT;281774;478;0.6;5;-11.025;0;0.0356;384;808;0.0987;0.0635;143.98
;Rhythm of Devotion;Sisyphus;362413;706;643;2;-9.357;0;0.0859;0.00978;0.00955;103;808;160.026
;Zion Gate Dub;King Tubby;190440;736;539;1;-8.316;1;0.0936;0.0621;0.0312;0.12;761;147.73
;Enjoy The Silence - Remastered Version Original;Depeche Mode;253587;651;0.77;0;-8.08;0;0.0274;81;6.54e-05;114;738;112.923
;Fried Neck Bones And Some Home Fries - Dan The Automator Remix;Willie Bobo;270520;869;658;8;-5.025;1;36;0.0269;299;115;244;109.998
;Archangel;Burial;238427;624;852;1;-10.184;1;153;428;656;114;517;135.223
;Lone Wolf and Cub (feat. Herbie Hancock, Flying Lotus, Miguel Atwood-Ferguson & Mono/poly);Thundercat;328966;386;509;2;-12.745;0;34;699;872;131;254;129.982
;Skyscraper;Elephant;207186;234;747;11;-3.332;0;0.0577;0.22;0.000176;157;365;81.805
;I Want You - Single Version;Marvin Gaye;216520;525;797;1;-11.168;0;0.0656;516;5E-06;152;769;100.518
;The New International Sound, Pt. 2 (feat. M.I.A.);GENER8ION;208613;521;888;8;-5.197;1;0.0357;0.00564;0.0226;0.0633;264;81.971
;Suede (feat. Anderson Paak & Knxwledge);NxWorries;181459;719;697;2;-5.647;1;0.31;504;0.0;295;668;117.123
;Bam Bam;Sister Nancy;196507;722;605;5;-6.07;1;153;825;0.0178;248;0.69;165.998
;Alright;Logic;218280;806;696;11;-5.109;1;0.0502;0.0453;5.71e-06;0.0785;131;127.023
;Rainy Streets;Blue In Green;156484;763;491;9;-8.587;0;0.0316;259;902;0.14;475;93.024
;Hazelton Trump;OB OBrien;168451;736;0.68;9;-6.438;1;342;0.00403;5.49e-06;116;601;149.902
;Free Stress Test;Professor Murder;256667;651;824;0;-9.368;1;0.0617;0.0141;6.02e-06;129;731;141.226
;I'm Ya Dogg;Snoop Dogg;278147;479;609;11;-8.678;0;236;127;0.0;0.0815;522;107.699
;Hot Dreams;Timber Timbre;293213;535;374;9;-8.83;1;0.0317;379;0.0464;0.0914;339;121.93
;The Hills;The Weeknd;242253;356;567;0;-7.011;0;0.0798;0.0861;0.0;137;116;135.553
;When They Fight, They Fight;Generationals;200213;753;0.9;11;-1.866;0;0.0322;0.26;0.000102;165;967;119.72
;The River;Son Little;273949;694;789;4;-5.201;0;0.0378;32;0.00129;127;549;109.014
;Rill Rill;Sleigh Bells;229893;483;804;8;-3.452;1;0.0501;0.0356;1.6e-06;0.0736;803;73.048
;Awake;Santé;372096;878;0.43;11;-8.445;0;0.0658;0.0453;751;101;138;119.999
;Johnny Was;Bob Marley & The Wailers;228040;703;412;6;-9.827;0;0.0288;0.19;5.26e-06;221;815;152.219
;Monster Mash;"Bobby ""Boris"" Pickett";192040;688;488;11;-14.195;0;357;407;0.0;0.43;708;69.77
;Night on Bald Mountain;Modest Mussorgsky;659560;316;308;2;-15.944;1;0.0411;854;888;585;0.0933;103.459
;Feel The Volume;Jauz;230400;725;918;10;-4.912;0;0.0676;153;0.0328;113;191;125.009
;Water Me (feat. Leon Ware);Theophilus London;308947;749;422;1;-11.004;0;0.0733;321;155;0.11;587;98.82
;Kathy Lee;Jessy Lanza;248991;771;248;5;-20.815;0;0.0802;0.00079;0.1;341;281;139.937
;Love Buzz;Shocking Blue;225533;0.69;548;10;-9.587;0;352;0.0259;0.00243;106;693;121.509
;Beautiful Life (feat. Action Bronson & Joey Bada$$);Statik Selektah;201848;648;887;1;-4.536;0;188;58;0.0;0.0382;464;102.128
;Auditorium;Mos Def;274480;403;742;11;-5.889;0;338;0.0498;0.0;418;734;90.336
;Disco Devil;"Lee ""Scratch"" Perry";472013;664;727;0;-8.738;1;263;0.0803;0.000253;0.38;527;77.92
;Frontier Psychiatrist;The Avalanches;288347;704;894;6;-7.415;1;243;118;0.000115;386;408;98.946
;Had Ten Dollaz;Cherry Glazerr;252140;554;749;10;-7.365;1;0.0266;0.00189;0.39;124;824;168.045
;Sometimes;Heems;241800;446;752;6;-6.088;1;368;0.0174;0.0;128;585;96.318
;VHS Sex;Com Truise;265133;612;628;1;-7.82;1;0.0447;124;0.85;231;373;172.176
;Ambling Alp;Yeasayer;235440;587;866;9;-6.444;1;0.0816;0.00838;3.55e-05;0.15;0.42;107.986
;All Day And All Of The Night;The Kinks;141493;551;952;7;-4.886;1;0.0944;429;0.000686;0.0721;628;136.958
;Strychnine;The Sonics;133093;331;957;7;-6.101;0;0.0504;419;0.0;102;561;143.299
;Who Is He (And What Is He to You?);Bill Withers;194040;912;317;6;-12.719;0;0.0378;106;0.000208;0.0723;949;99.346
;Acamar;Frankey;236456;697;905;6;-7.787;0;0.0339;0.0211;893;119;311;119.977
;It Looks Like Love;Goody Goody;382015;883;333;5;-17.848;0;53;0.00799;804;257;964;121.099
;Freak Connection - Edit;Cerrone;232375;733;0.87;0;-6.199;1;0.0624;0.00236;0.00102;327;657;118.449
;"I'll Be Good - 12"" Mix";Rene & Angela;446307;803;579;10;-11.156;0;59;0.0602;0.000627;226;726;108.567
;Here I Come (Broader Than Broadway);Barrington Levy;223191;698;515;4;-13.029;1;0.0605;219;0.0;124;712;85.023
;Swords;M.I.A.;144280;677;905;6;-4.597;1;0.0721;0.0138;0.0;219;742;89.988
;Hands On The Wheel;ScHoolboy Q;197800;648;862;1;-4.527;0;0.0777;0.0169;0.0;0.0937;176;127.857
;Kush High;Eighty4 Fly;190734;0.65;448;5;-9.979;1;0.0947;315;0.0;0.0931;193;85.045
;Métele;Buscabulla;248372;672;527;9;-12.702;0;111;518;0.26;0.0946;356;87.996
;What I Might Do;Ben Pearce;194828;838;537;8;-11.689;1;116;0.0567;799;0.0991;357;121.986
;Atomic Bomb;William Onyeabor;479547;0.76;391;1;-8.73;1;0.0353;0.0286;0.00691;0.0582;965;116.873
;World Restart;Kindness;279200;646;621;0;-11.358;1;0.0747;0.00909;0.000124;249;408;90.986
;Swingin' Party;Kindness;237853;808;687;9;-8.668;1;0.0397;0.0445;0.3;0.0933;458;109.953
;Antidote;Travis Scott;263817;716;647;1;-4.008;1;0.0345;119;1.38e-05;121;159;131.04
;Pieces;Tanlines;233387;846;501;11;-6.076;1;0.0334;0.0111;0.00257;0.0883;825;118.001
;Zombie;Fela Kuti;745653;704;942;2;-5.115;0;171;388;0.0147;302;584;131.69
;Time-Out;Terror Train;97560;305;827;5;-5.789;1;147;2.84e-06;0.00245;335;463;159.882
;Let's Lovedance Tonight - Danny Krivit Re-edit - Dk Re-Edit;Gary's Gang;349720;0.82;616;4;-8.427;0;0.0361;0.0115;445;82;972;127.86
;I'm a Dildo;No Parents;105858;185;0.89;2;-4.182;1;0.0524;136;0.0;777;322;163.315
;Do It (High School Dropout);Tayyib Ali;238457;562;801;11;-3.069;0;267;0.00328;0.0;605;634;169.988
;Cadillac Girl;Only Real;217648;565;0.86;11;-5.449;1;0.0285;376;0.000121;119;782;95.019
;Today;Tom Scott;199053;464;772;2;-5.046;0;0.0397;196;0.0088;0.0716;627;107.651
;The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track;Hermitude;235187;576;602;0;-6.591;0;315;248;0.000609;144;0.57;141.345
;I Choose You;Willie Hutch;220467;388;598;4;-9.485;0;0.0296;0.0686;0.0;657;641;154.78
;The Way You’d Love Her;Mac Demarco;156430;637;498;1;-9.367;1;0.0231;602;119;305;931;92.227
;Shooting Stars;Bag Raiders;235813;636;0.72;11;-6.195;1;0.0432;0.0893;0.0178;0.0868;444;124.944
;Bloom - Lane 8 Remix;ODESZA;324437;688;587;2;-8.521;1;46;0.000141;0.92;0.0421;757;125.012
;Pacifier;Young Thug;237867;766;0.82;2;-5.851;1;124;0.0469;0.0;336;401;117.012
;Powerful;Major Lazer;206920;402;794;11;-3.982;0;125;133;0.0;133;706;195.058
;Unbreakable;Janet Jackson;218342;599;524;1;-8.036;1;0.13;157;0.0;238;0.44;83.013
;It's Strange (feat. K.Flay);Louis The Child;245581;837;492;0;-7.792;1;354;371;0.0401;102;407;85.951
;Make Them Gold;CHVRCHES;231765;612;858;7;-5.437;0;0.0478;0.0124;0.0;0.0984;451;145.306
;Don't Mean A Thing;Lapalux;348742;0.63;671;6;-7.727;0;0.0602;0.19;753;466;142;96.478
;White Lies - The Soundmen Remix;Max Frost;237073;614;858;6;-7.068;0;97;0.0953;0.0559;125;477;164.025
;Sophia So Far;Goodnight Radio;259765;446;0.89;7;-7.974;1;0.0308;0.27;661;451;503;170.002
;Nimble Girl;Hotel Eden;263187;481;851;7;-4.528;1;127;0.0846;907;178;852;174.144
;Grinder;Gary Clark Jr.;202160;293;792;7;-3.747;1;0.0363;0.00855;0.0111;133;696;161.933
;Choices (Yup);E-40;272720;889;597;9;-7.301;0;374;128;0.0004;0.0924;261;119.999
;Two Brothers;Hanni El Khatib;347613;673;857;4;-7.493;0;0.0422;88;0.0108;0.0754;457;109.99
;Walkabout (W/ Noah Lennox);Atlas Sound;238893;536;922;2;-6.247;1;0.0667;0.0406;8.92e-05;214;368;121.977
;Ferus Gallery;Allah-Las;215973;575;691;5;-7.595;0;0.0301;0.0377;563;0.0657;718;131.588
;Everybody Loves The Sunshine;Roy Ayers Ubiquity;237680;571;719;11;-7.206;0;0.0378;21;0.0;458;538;80.694
;Number One;Tuxedo;252663;784;803;9;-3.458;0;0.0597;0.0466;1.57e-05;0.0773;0.79;111.044
;Sick Beat;Kero Kero Bonito;179091;746;682;7;-6.353;1;117;0.16;0.0;177;836;98.977
;She a Go (feat. Spinn & Taso);DJ Rashad;217733;444;498;2;-7.631;1;199;0.00266;0.0299;135;294;119.914
;Lost You;Zeds Dead;218312;736;882;11;-4.285;0;0.0398;0.0833;0.000349;354;512;126.012
;Norf Norf;Vince Staples;183159;915;0.54;7;-6.578;1;0.0661;445;3.63e-05;0.11;113;100.039
;Eleven 11: / 11;Rob Curly;229588;0.75;835;4;-7.882;1;152;304;0.0;165;504;127.026
;Buffalo;Toro y Moi;197963;632;519;1;-7.207;1;0.0265;109;0.0;122;602;99.999
;Talk About;Les Sins;234640;814;0.83;10;-5.766;0;0.0822;0.0152;0.36;0.0899;287;124.998
;Probably Nu It;Tree;142012;893;378;9;-7.324;1;305;273;0.0;141;642;119.969
;Mamacita;Travis Scott;274320;823;768;11;-6.21;1;0.0819;0.0146;1.03e-06;127;207;115.021
;Star;Gary Clark Jr.;284080;639;749;1;-5.916;0;0.0468;0.0573;0.0294;153;553;84.452
;Gooey;Glass Animals;289307;0.49;376;11;-13.463;0;0.0433;726;2.54e-05;0.0849;107;182.969
;Walk On By - Single Version;Isaac Hayes;273000;289;523;6;-9.531;1;0.0488;0.0487;0.000293;0.0561;366;145.556
;Omen - Radio Edit;Disclosure;196817;615;781;5;-4.838;0;203;111;0.0;373;664;105.967
;Champagne Coast;Blood Orange;292373;808;0.41;9;-12.428;1;0.0658;0.0207;364;0.0769;752;122.663
;Running Back To You;The Juan Maclean;423747;775;528;9;-7.756;1;0.0441;102;582;233;961;94.967
;BKNY;Fat Tony;261187;393;838;9;-3.815;1;0.0985;0.00757;145;223;474;142.019
;Pains;Silk Rhodes;191425;449;416;0;-5.571;1;0.0608;0.01;122;0.0778;118;140.804
;Night Drive;Part Time;224094;595;549;4;-10.41;0;0.0339;2.24e-05;835;274;131;122.199
;Flex (Ooh, Ooh, Ooh);Rich Homie Quan;176675;728;0.62;2;-7.533;1;0.0434;38;0.0;342;904;81.998
;Indian Food;Dumbo Gets Mad;213786;561;896;2;-4.903;1;0.0528;765;685;124;654;86.808
;Childs Play (feat. Chance the Rapper);SZA;216234;758;343;1;-9.044;0;0.0402;775;0.0;0.11;218;99.995
;Lets Start the Dance;Bohannon;351707;782;938;10;-8.692;0;0.05;0.000429;121;118;872;118.086
;Rollerskate;Matias Aguayo;369067;839;0.48;6;-12.223;1;113;323;0.0505;0.0758;0.45;120.973
;Outro;M83;247027;226;261;2;-11.276;1;0.0339;0.0301;0.0677;0.0628;0.0795;108.915
;Grindin’ My Whole Life;HS87;322093;763;623;2;-6.128;1;179;268;4.37e-06;0.0768;369;115.032
;Slyd;!!!;254920;858;717;0;-8.734;1;0.0995;0.0626;243;216;593;120.004
;The Moment;Tame Impala;255413;329;814;7;-6.005;1;0.0674;0.000239;0.0944;0.0936;403;120.462
;R.I.C.O. (feat. Drake);Meek Mill;197133;727;599;1;-6.941;1;327;317;0.0;219;381;167.909
;Black And White;Parquet Courts;182987;318;975;9;-4.211;1;0.0916;0.00605;832;345;683;174.205
;Never Never Gonna Give Ya Up;Barry White;290667;0.61;791;2;-10.918;0;101;0.0818;0.0;0.0847;938;85.338
;Wait & See;Holy Ghost!;219754;646;892;10;-5.015;1;0.0331;0.0021;0.00626;117;935;119.998
;Wait for a Minute;tUnE-yArDs;233813;0.79;616;0;-7.081;1;0.0388;16;0.13;136;373;111.038
;5ft7;Tonstartssbandht;205500;484;492;7;-9.297;1;0.0326;0.0385;0.66;111;193;76.467
;200 Press;James Blake;373243;785;573;5;-9.082;0;0.0416;304;403;0.0824;626;126.465
;Huarache Lights;Hot Chip;329169;715;0.64;2;-7.168;1;0.0317;113;0.0418;0.0848;398;113.507
;Leave House;Caribou;312360;811;635;7;-8.394;1;0.0971;0.0414;142;204;752;137.595
;Sweet Power, Your Embrace;James Mason;318261;597;721;0;-9.433;1;0.0377;704;0.0119;188;854;110.761
;Hunger Of The Pine;alt-J;299711;0.6;413;7;-9.572;1;0.0258;785;0.0289;109;0.0768;93.618
;Money Money;Horace Andy;141000;811;461;9;-10.829;1;264;629;1.4e-05;0.0767;0.72;75.286
;Symptom - Original Mix;Deapmash;211882;797;961;10;-8.083;0;0.0677;0.0167;919;107;355;128.015
;I'll Do a Little Bit More;The Olympics;157068;799;657;3;-5.293;1;0.0377;391;3.16e-06;0.0763;956;141.655
;Who Is He And What Is He To You;Creative Source;703107;769;514;9;-14.157;1;52;0.0301;16;0.0394;719;119.674
;Bustin' Loose;Chuck Brown and the Soul Searchers;462467;865;896;3;-7.031;0;0.0623;0.27;0.0488;0.0676;939;111.457
;I Wish;Stevie Wonder;253747;826;751;10;-9.621;0;0.0564;107;7.71e-05;0.0596;919;105.909
;Baby;Donnie & Joe Emerson;250533;508;325;2;-11.627;1;37;0.96;0.00259;188;271;92.187
;More Bounce To The Ounce;Zapp;311120;0.85;818;0;-8.623;1;0.0904;124;0.00135;349;845;105.266
;Outlaw;War;302000;819;684;2;-6.97;1;0.0599;0.0245;358;115;0.84;130.268
;Walking Into Sunshine;Central Line;474040;896;482;0;-8.35;1;127;0.0194;33;0.0273;847;112.0
;Pyramids;Frank Ocean;592920;401;661;5;-6.111;0;0.0462;0.0129;7.72e-05;791;173;107.998
;Lazuli;Beach House;301867;346;808;11;-5.791;0;0.0302;0.0106;685;247;711;219.331
;Oblivion;Grimes;251267;697;529;2;-8.838;1;0.0338;115;901;0.0895;483;155.974
;Obedear;Purity Ring;209573;605;732;6;-5.643;0;0.15;195;0.0135;246;136;195.978
;Flutes;Hot Chip;425320;691;0.71;10;-6.351;0;0.0322;34;0.00225;0.0903;334;118.006
;Club Rez;Girl Unit;316444;428;0.74;0;-10.026;1;0.0588;0.0079;935;0.0985;0.0576;134.981
;Cry Like A Ghost;Passion Pit;263213;555;612;4;-7.841;0;0.0353;0.00525;0.0;346;319;100.036
;Chained;The xx;167547;732;468;9;-13.662;0;0.0409;482;809;371;191;118.994
;Disparate Youth;Santigold;284925;633;926;1;-4.056;1;0.0404;0.0124;689;156;512;152.032
;Cheap Beer;FIDLAR;141813;284;961;9;-3.993;1;0.0567;0.000199;0.0;365;199;186.287
;Swimming Pools (Drank) - Extended Version;Kendrick Lamar;313787;0.68;489;11;-7.837;0;432;119;2.86e-05;606;261;74.04
;Origins;Tennis;208139;578;825;5;-4.659;0;0.0284;0.0463;0.0201;162;959;113.907
;Affection;Crystal Castles;156707;658;835;4;-7.165;0;0.0501;0.0602;0.00781;0.14;568;124.654
;Comeback Kid;Sleigh Bells;180493;385;902;7;-5.464;1;98;0.00914;522;317;0.52;159.939
;Losing You;Solange;260400;735;798;0;-6.175;1;127;0.0555;0.0627;161;469;113.997
;Grown Up;Danny Brown;139931;635;766;11;-6.449;1;0.26;132;0.0;122;675;93.603
;It's Not My Fault, I'm Happy;Passion Pit;305680;569;857;7;-5.571;1;0.0337;0.0101;0.0145;141;291;104.981
;How Deep Is Your Love?;The Rapture;387640;469;823;9;-3.948;0;0.0583;0.000613;0.000829;185;138;122.316
;Are you... Can you... Were you? (Felt);Shabazz Palaces;287827;502;632;4;-9.971;0;271;0.0571;54;226;207;82.738
;Second Song;TV On The Radio;260467;597;798;5;-5.307;1;0.0367;0.0212;473;143;383;99.999
;Mornin';Star Slinger;132049;673;764;11;-5.482;1;401;459;0.000237;0.0955;551;182.13
;Before;Washed Out;286413;507;739;2;-9.728;1;0.04;198;865;185;0.17;87.569
;Midnight City;M83;245013;517;491;11;-13.742;0;0.0341;0.0198;1.31e-06;0.0786;331;104.996
;Lonely Boy;The Black Keys;193653;356;872;2;-7.837;1;68;0.00417;0.00975;0.0997;592;166.3
;Caffeinated Consciousness;TV On The Radio;200600;563;924;10;-3.909;0;0.0511;0.00529;883;145;0.6;94.057
;Wild Window;Fool's Gold;176893;567;876;9;-4.573;0;0.0376;0.0039;0.0;531;697;114.902
;Polish Girl;Neon Indian;264000;633;884;9;-4.158;0;0.0369;0.00501;1.93e-05;134;455;111.98
;Calgary;Bon Iver;250200;445;461;11;-11.488;1;0.0379;929;167;623;91;119.951
;Civilization;Justice;250826;575;625;9;-5.296;0;0.0345;0.00145;0.0;0.0817;295;111.984
;Headlines;Drake;236733;662;571;6;-7.382;0;106;369;0.000197;0.0908;442;152.009
;Michael Jackson;Das Racist;256800;573;946;7;-5.065;1;377;0.00096;0.00191;115;769;151.817
;Need You Now;Cut Copy;369387;605;755;1;-5.169;1;0.0358;0.0244;586;0.0937;367;122.3
;Abducted;Cults;172960;374;937;9;-3.882;1;82;0.00632;0.0207;186;337;149.812
;Gucci Gucci;Kreayshawn;187293;714;924;10;-2.91;0;0.0662;158;1.29e-05;0.91;897;77.516
;Eyes Be Closed;Washed Out;287667;207;878;4;-7.212;1;0.0449;0.00441;421;341;135;89.969
;Echoes;Washed Out;248200;589;938;2;-10.475;0;0.0567;0.0729;942;166;556;120.007
;The Daily Mail;Radiohead;217798;0.36;362;10;-7.102;1;0.0385;652;0.000128;107;144;116.846
;Civilization;Justice;251011;516;0.66;9;-5.002;0;0.0489;0.00091;0.0;0.0663;238;112.065
;Punch Drunk Love;Teams vs. Star Slinger;212227;579;767;9;-3.713;1;78;126;3.28e-05;384;0.67;144.001
;Principles;Benoit & Sergio;415371;845;0.59;0;-8.225;1;0.0538;0.0184;0.00581;84;346;126.024
;Slow Peels;Com Truise;277335;568;662;8;-10.651;0;257;0.0914;459;317;452;173.937
;Dead Wrong;Hanni El Khatib;208027;716;724;9;-8.06;1;0.24;154;0.000309;224;698;137.131
;Do It Roger;Zapp;317467;791;729;11;-9.856;0;54;386;0.0126;0.0771;717;108.274
;Pharaohs (feat. Roses Gabor);SBTRKT;218147;795;578;5;-8.507;0;0.0569;0.00983;743;115;639;127.014
;No Fun;The Stooges;318373;584;761;9;-5.056;1;0.0287;0.00215;0.0217;0.0989;722;122.494
;Computer Love;Zapp;282308;679;709;7;-5.851;0;133;676;0.0;292;677;84.543
;Dutchie Courage;Star Slinger;180036;646;947;1;-2.762;1;119;0.0693;0.0;283;957;164.111
;Osaka Loop Line;Discovery;241733;704;0.49;9;-6.667;1;339;0.0961;0.000114;157;646;155.909
;White Horse;Laid Back;237320;812;554;7;-10.978;1;0.0567;0.00254;698;0.0558;786;123.289
;Abataka - Original Mix;Ida Engberg;520133;0.76;971;5;-4.582;0;0.0549;394;775;138;992;125.439
;Danger! High Voltage (Soulchild Radio Mix);Electric Six;214600;657;699;11;-4.718;0;0.0297;2.15e-05;153;0.0525;531;123.017
;Say Please;Teams vs. Star Slinger;207496;731;812;5;-6.691;1;0.0608;185;154;131;861;91.96
;You Don't Love Me (No No No);Dawn Penn;213280;805;596;7;-6.007;1;119;0.00649;0.00772;299;753;81.004
;The Yes Strut;Teams vs. Star Slinger;171933;718;844;8;-8.045;1;0.0581;0.00947;711;122;0.54;94.988
;86 Carrot Gold;Teams vs. Star Slinger;183798;597;746;11;-7.991;0;542;0.0507;0.000198;493;891;172.215
;Close to Me;Teams vs. Star Slinger;101039;698;923;1;-5.382;0;316;738;8.21e-06;296;779;95.009
;How Do You See Me Now;Zdar;259680;823;811;1;-6.158;1;0.0661;0.000419;0.0745;176;718;104.63
;See Me Now;Cassius;231747;819;777;8;-7.734;0;0.0614;0.00176;0.0931;0.0627;769;104.651
;Every Freakin' - DJ Ayres remix;DJ Eleven;200754;671;781;2;-5.363;1;311;0.02;0.0;0.0718;684;134.02
;Dance Our Way;DJ Eleven;198101;872;565;7;-10.236;1;0.0708;0.00402;237;0.0947;885;125.992
;Flashing Lights;DJ Ayres;205663;0.85;664;0;-9.141;1;105;0.00241;0.0672;192;584;126.018
;The Daily Mail;Radiohead;217798;0.36;362;10;-7.102;1;0.0385;652;0.000128;107;144;116.845
;Bizness;tUnE-yArDs;263733;0.76;0.76;10;-5.964;0;0.0509;196;0.00185;113;616;111.01
;Long Heels Red Bottoms;Trina;217783;874;492;2;-4.898;1;328;0.0305;0.0;117;644;64.992
;I Wanna Be Your Dog;The Stooges;188560;527;871;4;-8.708;1;0.0354;0.0229;155;419;0.12;120.722
;Jealousy;Martin Solveig;317320;767;712;5;-7.28;1;0.0564;0.000963;0.00275;243;947;125.025
;Embody;Sebastian;225627;328;827;6;-2.545;0;252;233;0.00517;632;709;103.127
;Love In Motion - feat. Mayer Hawthorne;Sebastian;185840;702;773;9;-3.741;1;214;0.0175;0.00165;651;484;100.006
;Save the World;Swedish House Mafia;410897;654;734;0;-6.216;1;112;0.00314;0.000249;0.0802;243;126.995
;Myth;Beach House;258653;448;733;3;-6.238;1;0.0292;0.0369;0.0425;169;404;142.008
;Ready 2 Go;Martin Solveig;265480;542;854;8;-5.041;1;0.0445;0.0152;0.0;0.0639;262;128.041
;We Are Young - The Popopopops Remix;Juveniles;235301;469;821;2;-5.055;0;0.0397;0.00206;0.00914;258;226;173.964
;Bop Gun (One Nation) - Radio Edit;Ice Cube;287200;857;889;6;-4.382;1;0.0795;429;5.21e-06;143;0.82;103.072
;La Funky;Destructo feat. Oliver;279952;796;774;9;-4.833;0;0.0509;0.000407;812;0.0784;327;124.989
;In My Mind (Axwell Remix);Ivan Gough & Feenixpawl feat. Georgi Kay;400742;0.67;897;7;-5.19;0;0.0922;0.0401;0.0021;293;294;127.994
;On'n'On - Ruined by Rick Rubin;Justice;238206;697;0.68;2;-6.847;1;0.0318;0.000299;0.00674;125;288;98.002
;Don't Die;Killer Mike;248133;352;807;0;-7.781;1;173;0.0193;6.04e-06;0.0963;0.0459;90.772
;Van Vogue;Azealia Banks;357280;687;799;1;-9.181;0;355;122;0.0011;107;0.0397;128.001
;How Do You Do?;Hot Chip;285320;666;811;11;-5.079;0;0.0357;0.0998;0.0614;0.0588;955;124.954
;Night And Day;Hot Chip;270680;764;768;5;-5.614;1;0.0382;0.0285;0.0235;122;627;125.988
;Don't Deny Your Heart;Hot Chip;271480;677;0.86;1;-5.074;1;0.0348;0.0132;0.0119;0.0487;793;121.989
